master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-1437,P037,Judges lack efficient access to searchable precedent,"D, AS, AT",Judges; Lawyers; Researchers,"Unstructured judgments, limited digitization, poor search tools",8,8,9,9,Trusted precedent-search platform with semantic retrieval and citation verification.,"[""Law reports"", ""Manual databases""]","[""Incomplete coverage"", ""Poor Bangla search"", ""Citation difficulty""]",Legal Search; RAG; NLP; Knowledge Graph,8,9,Perplexity,1
MPRB-1438,P038,Drafting errors and inconsistent templates increase delays,"AU, AS, AT",Judges; Lawyers; Legal Aid Officers,Manual drafting and absence of validated templates,7,8,8,9,Human-supervised legal drafting and template validation assistant.,"[""Office templates"", ""Peer review""]","[""No clause validation"", ""No version control"", ""No plain-language support""]",LLM; Document Automation; Version Control; Rules Engine,8,9,Perplexity,1
MPRB-1439,P039,Court calendars are poorly coordinated,"E, S, T",Judges; Lawyers; Court Staff; Citizens,"Separate calendars, manual scheduling, unavailable counsel",8,8,9,9,Integrated court calendar with conflict detection and workload balancing.,"[""Manual rosters"", ""Court notices""]","[""No conflict detection"", ""No capacity optimization""]",Scheduling AI; Optimization; Calendar APIs,8,9,Perplexity,1
MPRB-1440,P040,Lawyers repeatedly travel for administrative updates,"B, C, E",Lawyers; Legal Aid Officers; Courts,Lack of remote filing and notification infrastructure,7,9,8,9,"Secure practitioner portal for filing, status checks, scheduling, and notifications.","[""Telephone inquiries"", ""Courier services""]","[""No secure remote access"", ""Paper dependence""]",E-filing; Identity; Digital Signature; Mobile,8,9,Perplexity,1
MPRB-1441,P041,Village Court jurisdiction and referral decisions are unclear,"L, AY, H",Village Courts; Union Parishads; Citizens; Legal Aid Committees,Complex rules and insufficient frontline training,8,8,9,9,Rule-based village-court triage and referral assistant with local-language guidance.,"[""Manual guidance"", ""Training programs""]","[""Inconsistent decisions"", ""Poor escalation pathways""]",Rules Engine; Mobile; GIS; Bangla NLP,10,10,Perplexity,1
MPRB-1442,P042,Village Court settlements are poorly documented,"L, AA, AB",Village Courts; Citizens; Union Parishads; Courts,Paper records and inconsistent settlement formats,8,8,8,9,"Digitized settlement forms with identity, consent, signatures, and enforcement tracking.","[""Paper registers"", ""Local records""]","[""Weak enforceability"", ""No searchable history"", ""Loss risk""]",Mobile; E-signature; Document Management; Workflow,10,10,Perplexity,1
MPRB-1443,P043,Field legal-aid visits are not consistently recorded,"C, H, V",Legal Aid Officers; NGOs; Committees,Paper-based fieldwork and weak offline tools,7,8,8,9,Offline mobile field application with geotagged service records and secure synchronization.,"[""Field registers"", ""Spreadsheets""]","[""Incomplete geolocation"", ""Delayed reporting"", ""Duplicate entries""]",Offline Mobile; GIS; Case Management; Data Collection,10,10,Perplexity,1
MPRB-1444,P044,Indigenous and minority communities face culturally inappropriate services,"N, L, M",Indigenous Communities; Legal Aid Officers; NGOs; Courts,"Language, cultural, geographic, and institutional barriers",9,7,10,9,Community-configurable justice platform with interpreters and culturally informed referral pathways.,"[""Community mediators"", ""NGO outreach""]","[""Limited language support"", ""Weak representation"", ""Poor data disaggregation""]",Localization; Voice AI; GIS; Community Technology,10,9,Perplexity,1
MPRB-1445,P045,Survivors of gender-based violence must repeat traumatic narratives,"J, M, S",Women; Children; Police; Courts; NGOs,Disconnected institutions and lack of consent-based evidence sharing,10,8,10,9,Consent-based survivor record vault with controlled information sharing.,"[""Case files"", ""NGO referrals""]","[""Repeated interviews"", ""Privacy risk"", ""No survivor-controlled sharing""]",Privacy; Consent Management; Encryption; Case Management,10,10,Perplexity,1
MPRB-1446,P046,Child-protection referrals are fragmented,"K, S, R",Children; Social Services; Police; Courts; NGOs,Separate institutional systems and unclear responsibility,10,7,10,9,Secure child-protection referral and escalation network.,"[""Referral forms"", ""Case conferences""]","[""Lost referrals"", ""Delayed action"", ""No unified safeguarding dashboard""]",Workflow; Safeguarding; Alerts; Identity,10,9,Perplexity,1
MPRB-1447,P047,Deaf and hard-of-hearing users lack accessible legal communication,"M, AW, N",Deaf Citizens; Courts; Lawyers; Interpreters,Shortage of sign-language interpreters and inaccessible video services,9,6,9,9,On-demand sign-language interpretation and captioning integrated into justice services.,"[""Human interpreters"", ""Written communication""]","[""Limited availability"", ""No remote interpretation"", ""Weak terminology coverage""]",Computer Vision; Speech-to-Text; Video; Accessibility,9,8,Perplexity,1
MPRB-1448,P048,Women and poor citizens lack private access to smartphones,"A, AX, AK",Women; Low-Income Citizens; Rural Communities,Device ownership inequality and household control,9,8,9,8,"Discreet IVR, SMS, agent-assisted, and community-kiosk access channels.","[""Community centers"", ""Helplines""]","[""Privacy risk"", ""Shared devices"", ""Low digital autonomy""]",IVR; SMS; Privacy; Community Kiosk,10,10,Perplexity,1
MPRB-1449,P051,Justice institutions lack sustainable technology funding,"AM, AL, AI",Government; Ministries; Courts; Donors,Project-based funding and underestimated maintenance costs,9,8,9,8,Justice digital-transformation investment framework with lifecycle budgeting.,"[""Donor-funded pilots"", ""Annual budgets""]","[""No total-cost planning"", ""Vendor dependence"", ""Maintenance gaps""]",Digital Government; Procurement; Cloud; Financial Planning,9,9,Perplexity,1
MPRB-1450,P052,Lawyers lack training to safely use generative AI,"AI, Z, B",Lawyers; Judges; Legal Aid Officers; Bar Associations,Rapid technology change and absence of professional standards,8,8,9,9,"Justice-sector AI literacy, certification, sandbox, and professional ethics program.","[""Informal training"", ""Vendor tutorials""]","[""No certification"", ""Confidentiality risks"", ""Hallucination risks""]",AI Governance; Training; LLM; Cybersecurity,8,9,Perplexity,1
MPRB-1451,P053,NGO legal-service data is disconnected from government systems,"I, C, Y",NGOs; Government; Legal Aid Committees; Citizens,"Different platforms, privacy concerns, lack of referral protocols",8,8,9,9,Consent-based NGO-government referral interoperability network.,"[""Paper referrals"", ""Email communication""]","[""Duplicate intake"", ""Lost referrals"", ""No shared outcomes""]",APIs; Consent; Case Management; Interoperability,10,9,Perplexity,1
MPRB-1452,P054,Cross-border justice data lacks harmonized rules,"Z, AF, AG",Government; Courts; Refugee Services; International Organizations,Different legal regimes and technical standards,8,6,9,8,Secure cross-border justice data-exchange protocol with legal interoperability rules.,"[""Bilateral agreements"", ""Manual data sharing""]","[""Slow cooperation"", ""Unclear jurisdiction"", ""Privacy conflicts""]",Interoperability; Privacy; Digital Signatures; Cross-Border APIs,8,8,Perplexity,1
MPRB-1453,P055,Deepfakes and synthetic evidence threaten court integrity,"AZ, AI, Z",Judges; Lawyers; Police; Citizens,Generative media tools and weak authenticity verification,10,6,10,10,Digital-evidence provenance and synthetic-media detection service with forensic review.,"[""Expert testimony"", ""Manual examination""]","[""Limited forensic capacity"", ""No provenance standards""]",Computer Vision; Digital Forensics; Provenance; AI,8,8,Perplexity,1
MPRB-1454,P056,Quantum-era cryptographic risks threaten long-term legal records,"AZ, AF, AG",Courts; Ministries; Archives; Citizens,Long retention periods and non-quantum-resistant encryption,8,4,10,8,Post-quantum cryptography transition plan for justice archives.,"[""Conventional encryption"", ""Backups""]","[""No migration plans"", ""Unknown cryptographic inventory""]",Cybersecurity; Cryptography; Archives; Cloud,7,7,Perplexity,1
MPRB-1455,P057,Climate disasters interrupt justice services,"AY, AL, L, AZ",Citizens; Courts; Legal Aid Officers; Government,"Floods, cyclones, displacement, fragile infrastructure",10,8,10,9,Disaster-resilient justice cloud with mobile continuity and geospatial emergency routing.,"[""Emergency relocation"", ""Paper backups""]","[""No continuity plans"", ""Weak mobile services"", ""Record-loss risk""]",GIS; Cloud; Offline Mobile; Business Continuity,10,10,Perplexity,1
MPRB-1456,P058,Migrant and displaced people lack portable legal records,"K, L, AY",Migrants; Refugees; NGOs; Government,"Lost documents, cross-border movement, identity uncertainty",9,7,9,9,Privacy-preserving portable legal-service credential with user-controlled disclosure.,"[""Paper certificates"", ""NGO case files""]","[""No portable consent-based credentials"", ""Verification problems""]",Digital Identity; Verifiable Credentials; Privacy; Mobile,9,8,Perplexity,1
MPRB-1457,P059,Legal information is not personalized to the user’s situation,"A, AD, S",Citizens; Legal Aid Officers; NGOs,Generic brochures and one-way communication,7,9,8,10,"Conversational legal-information assistant that provides issue-specific, jurisdiction-aware guidance without unauthorized legal representation.","[""Websites"", ""Printed guides""]","[""No contextual triage"", ""No follow-up"", ""Low comprehension""]",LLM; RAG; Voice AI; Safety Guardrails,9,10,Perplexity,1
MPRB-1458,P060,Digital justice projects lack rigorous impact evaluation,"X, AN, AO",Government; Donors; UNDP; Courts; Citizens,"Pilot emphasis, weak baselines, insufficient outcome measurement",8,8,9,9,"Justice innovation evaluation platform using randomized pilots, quasi-experiments, and equity metrics.","[""Project evaluations"", ""Annual progress reports""]","[""Limited causal evidence"", ""No shared metrics""]",Data Science; Evaluation; Dashboards; Research,10,9,Perplexity,1
MPRB-1459,P062,Referral handoffs between justice providers fail,"A, C, S",Citizens; Police; Courts; NGOs; Legal Aid Bodies,"No shared referral ID, unclear ownership, manual communication",9,8,9,10,"Referral orchestration platform with ownership, deadlines, acknowledgment, and escalation.","[""Referral letters"", ""Telephone calls""]","[""No acknowledgment"", ""No SLA monitoring"", ""Lost cases""]",Workflow; APIs; Alerts; Case Management,10,10,Perplexity,1
MPRB-1460,P063,Legal-aid resources are allocated without geographic need analysis,"C, U, AY",Ministry; Legal Aid Committees; NGOs; Citizens,Limited disaggregated demand and capacity data,8,7,9,9,GIS-based legal-need and service-capacity allocation model.,"[""Administrative allocation"", ""District quotas""]","[""No vulnerability mapping"", ""No demand forecasting""]",GIS; Data Science; Optimization; Equity Analytics,10,10,Perplexity,1
MPRB-1461,P064,Mediation may pressure vulnerable parties into unfair settlements,"AA, J, AH",Women; Children; Poor Citizens; Mediators,"Power imbalance, inadequate screening, settlement pressure",10,7,10,8,Vulnerability and coercion screening with mandatory legal advice and opt-out protections.,"[""Mediator training"", ""Legal representation""]","[""No coercion screening"", ""Weak safeguards"", ""Limited monitoring""]",Risk Assessment; Safeguarding; ODR; Human Review,10,10,Perplexity,1
MPRB-1462,P065,Court evidence is not consistently indexed,"E, R, AR",Judges; Lawyers; Court Staff,Manual classification and inconsistent naming,8,8,8,9,AI-assisted evidence classification with human validation and audit trails.,"[""File registers"", ""Manual indexing""]","[""Slow retrieval"", ""Duplicate evidence"", ""Misclassification""]",NLP; Computer Vision; Metadata; Human-in-the-Loop,8,9,Perplexity,1
MPRB-1463,P066,Decision-support tools may encode historical bias,"D, AT, AI",Judges; Defendants; Victims; Lawyers,Biased historical data and opaque model design,10,6,10,10,"Bias-tested decision-support tools restricted to administrative assistance, never autonomous adjudication.","[""Judicial discretion"", ""Manual review""]","[""No fairness audits"", ""No transparency standards""]",Fairness; Explainable AI; Audit; Governance,10,9,Perplexity,1
MPRB-1464,P067,Courts lack reliable backup and disaster recovery,"E, AF, AL",Courts; Ministries; Citizens; Archives,Local storage dependence and inadequate continuity planning,10,6,10,8,"Encrypted, geographically redundant, regularly tested justice-records backup architecture.","[""Physical copies"", ""Local backups""]","[""Untested recovery"", ""Single points of failure""]",Cloud; Backup; Encryption; Disaster Recovery,8,9,Perplexity,1
MPRB-1465,P068,Remote hearings suffer from poor audio and connectivity,"E, B, T",Judges; Lawyers; Citizens; Witnesses,"Inadequate equipment, bandwidth, training, and standards",8,7,9,8,"Justice-grade low-bandwidth hearing infrastructure with recording, captioning, and fallback procedures.","[""Video-conferencing tools"", ""Dedicated rooms""]","[""No quality standards"", ""Weak recording controls"", ""Digital exclusion""]",Video; Edge Computing; Speech-to-Text; Offline Fallback,8,8,Perplexity,1
MPRB-1466,P069,Citizens cannot obtain required civil documents,"A, P, O",Citizens; Courts; Local Government; Legal Aid Officers,"Fragmented registries, administrative barriers, and document loss",9,8,9,9,Integrated document-recovery and legal-service referral workflow.,"[""Government service centers"", ""Manual applications""]","[""Long delays"", ""Identity mismatch"", ""Multiple visits""]",E-Government; Digital ID; OCR; Workflow,9,10,Perplexity,1
MPRB-1467,P070,Forged legal documents are difficult to detect,"A, O, Q",Citizens; Courts; Lawyers; Government,"Paper documents, weak verification, limited forensic capability",9,7,9,9,Digitally signed documents with public verification and forensic anomaly detection.,"[""Manual verification"", ""Official stamps""]","[""Slow verification"", ""Counterfeit risk"", ""No public verification API""]",Digital Signatures; OCR; Computer Vision; Blockchain,8,9,Perplexity,1
